"","state","fips2","tvote","vep","vepnov","turnoutvep","sc_fips"
"2610","48",48243,1191,1804.79431152344,1820.78283691406,0.654114246368408,"48243"
"2611","48",48245,87618,165124.640625,165260.8125,0.530180156230927,"48245"
"2612","48",48247,2119,3224.29443359375,3214.78491210938,0.659142076969147,"48247"
"2613","48",48249,12379,27664.88671875,27516.349609375,0.449877977371216,"48249"
"2614","48",48251,57606,113988.8203125,115345.984375,0.499419212341309,"48251"
"2615","48",48253,5960,8628.8916015625,8648.2216796875,0.689159035682678,"48253"
"2616","48",48255,4198,8488.529296875,8473.265625,0.495440632104874,"48255"
"2617","48",48257,41265,79756.7578125,80928.3828125,0.509895265102386,"48257"
"2618","48",48259,20120,31836.603515625,32495.828125,0.619156420230865,"48259"
"2619","48",48261,186,262.030090332031,257.564056396484,0.722150444984436,"48261"
"2620","48",48263,434,594.359191894531,597.601745605469,0.726236164569855,"48263"
"2621","48",48265,23297,40185.64453125,40355.5390625,0.577293753623962,"48265"
"2622","48",48267,1952,3372.49194335938,3384.80224609375,0.576695442199707,"48267"
"2623","48",48269,159,191.415908813477,189.451187133789,0.839266300201416,"48269"
"2624","48",48271,1430,2244.96533203125,2264.23852539062,0.631558895111084,"48271"
"2625","48",48273,9512,22195.943359375,22184.380859375,0.428770124912262,"48273"
"2626","48",48275,1367,2559.88745117188,2548.96215820312,0.536296725273132,"48275"
"2627","48",48277,18611,35489.11328125,35469.140625,0.524709641933441,"48277"
